"","measure","value","value","value","value","value","value","value","value","value","value","value","value","value"
"11","avg.loss.mu.est.SURE.SM",0.13227966732697,0.128474278392979,0.127270303011204,0.126408691603183,0.126528533658779,0.125273878251144,0.125950318292317,0.125704491001225,0.12568778531376,0.125652946410816,0.124923091343634,0.124814310705486,0.124881948453229
"12","avg.loss.mu.est.gl",0.123633778933851,0.120426766186948,0.121686336924292,0.121312623287476,0.121737117593489,0.120699677757105,0.121618580524179,0.121771443134824,0.121868675956523,0.122217726532293,0.121471231584971,0.121438076827065,0.121543605821908
"13","avg.loss.mu.est.gl.SURE",0.123792363748227,0.121082974199744,0.121964945636749,0.121625176577798,0.122186014049485,0.121194428400002,0.121968076441713,0.122213583976745,0.122361179214391,0.122517414922674,0.121913503976264,0.121836230446648,0.122014963480827
"14","avg.loss.mu.est.gl.dynamic",0.123580932204921,0.120166828216476,0.121074145563328,0.120472685168925,0.120829680544834,0.119605762920713,0.120342891866658,0.120521767403023,0.120373207518787,0.120797944601693,0.120007003476392,0.119992679706839,0.120175799131461
"15","avg.loss.mu.est.gl.dynamicMin",0.123482462935712,0.120328894158428,0.121266193881986,0.120713973044711,0.121060921570032,0.119804462923486,0.120579993886316,0.120797991525887,0.120671702471655,0.121111136885693,0.120249478972141,0.12028129479811,0.1204482598947
"16","avg.loss.mu.est.gl.dynamicMin2",0.123308694324688,0.120196139287053,0.121133116623654,0.120587253034711,0.120972318803963,0.119738824889723,0.120499186899092,0.120724056419743,0.120607369898705,0.120998719332947,0.120209354406672,0.120191140962495,0.120354960156728
"17","avg.loss.mu.est.gl.dynamicMin3",0.123196643269764,0.120026460312976,0.121062789896654,0.120467582062498,0.120866176965498,0.119659318485204,0.120442789794294,0.120656382112999,0.120558034953083,0.120929318373621,0.120157778089302,0.120131562581826,0.120309262158944
"18","avg.loss.mu.est.SURE.M.Double",0.12233282955678,0.119439329858579,0.120628846721111,0.120068021094477,0.12055813223921,0.119356751309288,0.120162961417724,0.120385248937599,0.120221665168827,0.120660723795983,0.119884492344439,0.119864764996529,0.120049510290265
"19","avg.loss.mu.est.SURE.G.Double",0.122268179773626,0.119437832193628,0.120624556377556,0.120065762051639,0.120555975219473,0.119355569356738,0.12016145365122,0.120384188661566,0.1202217287496,0.120660715558124,0.119884336753583,0.119864829924573,0.120049414790874
"20","avg.loss.mu.est.SURE.SG.Double",0.122268228707237,0.119437843226991,0.120624541874792,0.120065762841002,0.120555979233638,0.119355569507836,0.120161454100986,0.120384191678587,0.120221726234543,0.120660715173701,0.119884335684568,0.1198648290281,0.120049418477901
"21","avg.loss.mu.est.SURE.SM.Double",0.12233284806486,0.119439317700424,0.120628850365243,0.120068020570356,0.120558131818002,0.119356754756906,0.120162964083668,0.120385251511964,0.120221662742985,0.120660718247709,0.119884491655585,0.11986476118581,0.120049511839163
"22","avg.loss.mu.est.DPMM",0.122491106449819,0.119400434199746,0.120629965365431,0.120048275931804,0.120532427862058,0.119366401684344,0.120141468088529,0.120388446007731,0.120254843208018,0.120668649117441,0.119906866065153,0.11990373066365,0.120088343777888
"23","avg.loss.mu.est.DPMM_ng",0.122458368953569,0.119398451081136,0.120632162703864,0.120057183524362,0.120537576961563,0.119375128350485,0.12016546072686,0.120376020888889,0.12025570625896,0.120663949166409,0.119925680528933,0.119888773516976,0.120062719610221
"24","avg.loss.sigma2d.est.sample.var",0.218625249436235,0.223854128715505,0.236655526267773,0.219012954843764,0.222089641595362,0.218337419863966,0.221832090780743,0.227061350936208,0.221523947781396,0.220512611703677,0.219662353758308,0.216893370295127,0.222367074108273
"25","avg.loss.sigma2d.est.SURE.M.Double",0.0743068896309559,0.0659695926473061,0.069978712690924,0.0654526845002956,0.0663858271345243,0.0638377584184978,0.0647551495815201,0.0641010719061446,0.0631359237195343,0.0629353062182747,0.0620520359038408,0.0611136065947432,0.0621370771156201
"26","avg.loss.sigma2d.est.SURE.G.Double",0.0743063555287624,0.0659696414403457,0.0699791543848382,0.0654525531597417,0.0663858549823373,0.0638377322420827,0.0647551883982172,0.0641010497999141,0.0631358586319568,0.0629352158007157,0.0620520850704719,0.06111368204909,0.0621370773580009
"27","avg.loss.sigma2d.est.SURE.SG.Double",0.0743018593722676,0.0659544519551695,0.0699647299130438,0.0654414665840022,0.0663755112699161,0.0638282703335352,0.0647478141150042,0.0640950387489085,0.0631303562358484,0.0629300498187441,0.0620476657159587,0.0611090377286386,0.0621332374550576
"28","avg.loss.sigma2d.est.SURE.SM.Double",0.0743006068373803,0.0659538339408206,0.0699643039625037,0.0654416200091296,0.0663755873280645,0.0638282351158553,0.0647478403423919,0.0640952098766807,0.0631305155008486,0.0629301197366663,0.0620476815533431,0.0611090572114168,0.0621332445755418
"29","avg.loss.sigma2d.est.DPMM",0.108033833870092,0.073621445008254,0.0853510978074538,0.0680224017281956,0.069165766532236,0.0662676076463143,0.0689906809325187,0.0685120237026535,0.0664247174223449,0.066365706963409,0.0656218411807882,0.0636438694212327,0.0659398013305229
"30","avg.loss.sigma2d.est.DPMM_ng",0.0749248538737567,0.0668344918247994,0.0721025903263348,0.070214231375696,0.0715536352821132,0.0694067060869099,0.0706960780624404,0.0696392965720594,0.0693605223205528,0.0695274970853593,0.0685991279859079,0.067980883195623,0.0686454996556115
